date,EEM,EZU,IVV
2018-01-02,0.0,0.0,0.0
2018-01-03,0.35153093934059143,0.2882452607154846,0.36022382974624634
2018-01-04,0.33871743083000183,0.4538373351097107,0.2074451744556427
2018-01-05,0.4206232726573944,0.27946245670318604,0.29991430044174194
2018-01-08,0.39856985211372375,0.264017254114151,0.33741289377212524
2018-01-09,0.26237156987190247,0.47441092133522034,0.263217568397522
2018-01-10,0.325199693441391,0.26874059438705444,0.4060596823692322
2018-01-11,0.3616558015346527,0.30500683188438416,0.33333736658096313
2018-01-12,0.33674973249435425,0.26803770661354065,0.3952125608921051
2018-01-16,0.2527434527873993,0.22611837089061737,0.5211381912231445
2018-01-17,0.26972782611846924,0.2237517237663269,0.5065203905105591
2018-01-18,0.3217565715312958,0.2943704128265381,0.3838730752468109
2018-01-19,0.3184358775615692,0.3959602415561676,0.2856038510799408
2018-01-22,0.3205978572368622,0.40475690364837646,0.27464526891708374
2018-01-23,0.3337656855583191,0.3807178735733032,0.2855164110660553
2018-01-24,0.3160976767539978,0.4026508033275604,0.28125154972076416
2018-01-25,0.22085914015769958,0.558281660079956,0.22085914015769958
2018-01-26,0.2184842824935913,0.5630313754081726,0.2184842824935913
2018-01-29,0.2413441240787506,0.5173117518424988,0.2413441240787506
2018-01-30,0.25150713324546814,0.4969857335090637,0.25150713324546814
2018-01-31,0.2605290412902832,0.46903157234191895,0.2704393267631531
2018-02-01,0.2604377865791321,0.4694056808948517,0.2701565623283386
2018-02-02,0.2602904140949249,0.4700123965740204,0.2696971297264099
2018-02-05,0.2077738493680954,0.45541390776634216,0.33681222796440125
2018-02-06,0.49841439723968506,0.25079280138015747,0.25079280138015747
2018-02-07,0.4486915171146393,0.27565425634384155,0.27565425634384155
2018-02-08,0.49938464164733887,0.25030770897865295,0.25030770897865295
2018-02-09,0.4142513871192932,0.27657464146614075,0.3091740012168884
2018-02-12,0.48885011672973633,0.25557494163513184,0.25557494163513184
2018-02-13,0.41898009181022644,0.290509968996048,0.290509968996048
2018-02-14,0.41504397988319397,0.2924780249595642,0.2924780249595642
2018-02-15,0.4328095316886902,0.2835952341556549,0.2835952341556549
2018-02-16,0.5288747549057007,0.24077129364013672,0.23035389184951782
2018-02-20,0.2512494623661041,0.5464821457862854,0.20226845145225525
2018-02-21,0.3905615508556366,0.38437798619270325,0.22506040334701538
2018-02-22,0.40463611483573914,0.36778923869132996,0.2275746464729309
2018-02-23,0.4063279330730438,0.3617629408836365,0.2319091558456421
2018-02-26,0.2849816679954529,0.47375112771987915,0.24126717448234558
2018-02-27,0.22439931333065033,0.5512014627456665,0.22439931333065033
2018-02-28,0.23451660573482513,0.5596132278442383,0.20587018132209778
2018-03-01,0.3411557376384735,0.4376814067363739,0.22116288542747498
2018-03-02,0.5381588935852051,0.23092059791088104,0.23092059791088104
2018-03-05,0.501205325126648,0.24939730763435364,0.24939730763435364
2018-03-06,0.3477306067943573,0.43020281195640564,0.22206653654575348
2018-03-07,0.35677164793014526,0.4228270947933197,0.22040122747421265
2018-03-08,0.3812703490257263,0.39572983980178833,0.22299984097480774
2018-03-09,0.2202395349740982,0.5700505971908569,0.20970986783504486
2018-03-12,0.32137420773506165,0.32137420773506165,0.3572515845298767
2018-03-13,0.3062953054904938,0.29723870754241943,0.39646604657173157
2018-03-14,0.3062964975833893,0.2972412407398224,0.3964622914791107
2018-03-15,0.3101384937763214,0.3050365149974823,0.3848250210285187
2018-03-16,0.308655709028244,0.3035011887550354,0.3878430426120758
2018-03-19,0.29652780294418335,0.29652780294418335,0.4069444239139557
2018-03-20,0.21158012747764587,0.5751344561576843,0.2132853865623474
2018-03-21,0.21426928043365479,0.5714614391326904,0.21426928043365479
2018-03-22,0.24305106699466705,0.5138979554176331,0.24305106699466705
2018-03-23,0.3961426615715027,0.30192869901657104,0.30192869901657104
2018-03-26,0.3913344144821167,0.30433279275894165,0.30433279275894165
2018-03-27,0.4182826578617096,0.290858656167984,0.290858656167984
2018-03-28,0.3333333432674408,0.3333333432674408,0.3333333432674408
2018-03-29,0.5020362138748169,0.24898187816143036,0.24898187816143036
2018-04-02,0.45791932940483093,0.27104032039642334,0.27104032039642334
2018-04-03,0.3333333432674408,0.3333333432674408,0.3333333432674408
2018-04-04,0.4856112599372864,0.2571943998336792,0.2571943998336792
2018-04-05,0.47297680377960205,0.263511598110199,0.263511598110199
2018-04-06,0.36616015434265137,0.3676201403141022,0.26621973514556885
2018-04-09,0.3222164809703827,0.29469889402389526,0.38308459520339966
2018-04-10,0.25239503383636475,0.3395453095436096,0.4080597162246704
2018-04-11,0.21533925831317902,0.5155367851257324,0.269123911857605
2018-04-12,0.2200106829404831,0.5323277711868286,0.24766157567501068
2018-04-13,0.19961415231227875,0.5426075458526611,0.2577783465385437
2018-04-16,0.20492927730083466,0.3321630358695984,0.4629076421260834
2018-04-17,0.17489024996757507,0.4202839732170105,0.40482574701309204
2018-04-18,0.18282166123390198,0.320217490196228,0.4969608187675476
2018-04-19,0.20290695130825043,0.3478645086288452,0.4492284953594208
2018-04-20,0.18345385789871216,0.3262607455253601,0.4902854263782501
2018-04-23,0.17466779053211212,0.42198121547698975,0.4033510088920593
2018-04-24,0.2056829333305359,0.40480151772499084,0.3895155191421509
2018-04-25,0.25543880462646484,0.2721659243106842,0.47239524126052856
2018-04-26,0.22726242244243622,0.22726242244243622,0.5454751253128052
2018-04-27,0.2276434451341629,0.2276434451341629,0.5447131395339966
2018-04-30,0.2167697548866272,0.32463106513023376,0.4585992097854614
2018-05-01,0.2247208207845688,0.32836171984672546,0.44691750407218933
2018-05-02,0.2251618206501007,0.2251618206501007,0.5496763586997986
2018-05-03,0.2272523045539856,0.2272523045539856,0.5454954504966736
2018-05-04,0.22740083932876587,0.22740083932876587,0.5451982617378235
